104	6.6393	5.2559
105	6.6913	5.3018
106	6.7430	5.3475
107	6.7944	5.3931
108	6.8455	5.4386
109	6.8962	5.4839
110	6.9466	5.5291
111	6.9966	5.5741
112	7.0463	5.6189
113	7.0957	5.6637
114	7.1447	5.7082
115	7.1934	5.7526
116	7.2417	5.7969
117	7.2897	5.8410
118	7.3373	5.8849
119	7.3845	5.9287
120	7.4314	5.9723
121	7.4780	6.0157
122	7.5241	6.0590
123	7.5699	6.1021
124	7.6154	6.1451
125	7.6604	6.1878
126	7.7051	6.2304
127	7.7494	6.2729
128	7.7934	6.3151
129	7.8369	6.3572
130	7.8801	6.3991
131	7.9229	6.4409
132	7.9653	6.4824
133	8.0073	6.5238
134	8.0489	6.5650
135	8.0902	6.6060
136	8.1310	6.6468
137	8.1714	6.6875
138	8.2115	6.7279
139	8.2511	6.7681
140	8.2904	6.8082
141	8.3292	6.8481
142	8.3676	6.8878
143	8.4057	6.9273
144	8.4433	6.9666
145	8.4805	7.0057
146	8.5173	7.0446
147	8.5536	7.0833
148	8.5896	7.1218
149	8.6251	7.1601
150	8.6602	7.1982
151	8.6949	7.2361
152	8.7292	7.2737
153	8.7631	7.3112
154	8.7965	7.3485
155	8.8295	7.3856
156	8.8620	7.4224
157	8.8942	7.4590
158	8.9259	7.4954
159	8.9571	7.5316
160	8.9879	7.5676
161	9.0183	7.6034
162	9.0483	7.6389
163	9.0778	7.6742
164	9.1068	7.7094
165	9.1355	7.7443
166	9.1636	7.7789
167	9.1913	7.8133
168	9.2186	7.8475
169	9.2455	7.8815
170	9.2718	7.9153
171	9.2978	7.9488
172	9.3232	7.9821
173	9.3483	8.0151
174	9.3728	8.0480
175	9.3969	8.0805
176	9.4206	8.1129
177	9.4438	8.1450
178	9.4665	8.1769
179	9.4888	8.2085
180	9.5106	8.2399
181	9.5319	8.2710
182	9.5528	8.3019
183	9.5732	8.3326
184	9.5931	8.3630
185	9.6126	8.3932
186	9.6316	8.4231
187	9.6502	8.4528
188	9.6682	8.4822
189	9.6858	8.5114
190	9.7030	8.5403
191	9.7196	8.5689
192	9.7358	8.5974
193	9.7515	8.6256
194	9.7667	8.6534
195	9.7815	8.6810
196	9.7957	8.7084
197	9.8095	8.7356
198	9.8229	8.7624
199	9.8357	8.7890
200	9.8481	8.8153
201	9.8600	8.8414
202	9.8714	8.8672
203	9.8823	8.8928
204	9.8927	8.9180
205	9.9027	8.9430
206	9.9122	8.9677
207	9.9211	8.9922
208	9.9297	9.0164
209	9.9377	9.0403
210	9.9452	9.0639
211	9.9523	9.0873
212	9.9588	9.1104
213	9.9649	9.1333
214	9.9705	9.1558
215	9.9756	9.1780
216	9.9803	9.2000
217	9.9844	9.2218
218	9.9881	9.2432
219	9.9912	9.2643
220	9.9939	9.2851
221	9.9961	9.3057
222	9.9978	9.3261
223	9.9990	9.3461
224	9.9998	9.3658
225	10.0000	9.3852
226	9.9998	9.4043
227	9.9990	9.4232
228	9.9978	9.4418
229	9.9961	9.4600
230	9.9939	9.4780
231	9.9912	9.4957
232	9.9881	9.5131
233	9.9844	9.5303
234	9.9803	9.5470
235	9.9756	9.5636
236	9.9705	9.5798
237	9.9649	9.5957
238	9.9588	9.6114
239	9.9523	9.6267
240	9.9452	9.6417
241	9.9377	9.6564
242	9.9297	9.6709
243	9.9211	9.6850
244	9.9122	9.6988
245	9.9027	9.7124
246	9.8927	9.7256
247	9.8823	9.7385
248	9.8714	9.7512
249	9.8600	9.7634
250	9.8481	9.7754
251	9.8357	9.7871
252	9.8229	9.7986
253	9.8096	9.8097
254	9.7958	9.8204
255	9.7815	9.8309
256	9.7667	9.8410
257	9.7515	9.8509
258	9.7358	9.8605
259	9.7196	9.8697
260	9.7030	9.8786
261	9.6858	9.8872
262	9.6682	9.8955
263	9.6502	9.9035
264	9.6316	9.9112
265	9.6126	9.9185
266	9.5931	9.9255
267	9.5732	9.9322
268	9.5528	9.9387
269	9.5319	9.9448
270	9.5106	9.9505
271	9.4888	9.9560
272	9.4665	9.9611
273	9.4438	9.9660
274	9.4206	9.9705
275	9.3969	9.9746
276	9.3728	9.9785
277	9.3483	9.9820
278	9.3232	9.9853
279	9.2978	9.9882
280	9.2718	9.9908
281	9.2455	9.9930
282	9.2186	9.9950
283	9.1914	9.9966
284	9.1636	9.9979
285	9.1355	9.9989
286	9.1068	9.9996
287	9.0778	9.9999
288	9.0483	9.9999
289	9.0183	9.9996
290	8.9879	9.9990
291	8.9571	9.9980
292	8.9259	9.9967
293	8.8942	9.9951
294	8.8620	9.9932
295	8.8295	9.9910
296	8.7965	9.9884
297	8.7631	9.9855
298	8.7292	9.9822
299	8.6950	9.9787
300	8.6603	9.9748
301	8.6251	9.9707
302	8.5896	9.9661
303	8.5537	9.9612
304	8.5173	9.9561
305	8.4805	9.9506
306	8.4433	9.9448
307	8.4057	9.9386
308	8.3677	9.9321
309	8.3292	9.9253
310	8.2904	9.9181
311	8.2511	9.9107
312	8.2115	9.9029
313	8.1715	9.8948
314	8.1310	9.8863
315	8.0902	9.8776
316	8.0489	9.8685
317	8.0073	9.8591
318	7.9653	9.8494
319	7.9229	9.8393
320	7.8801	9.8289
321	7.8369	9.8181
322	7.7934	9.8071
323	7.7495	9.7958
324	7.7051	9.7840
325	7.6605	9.7720
326	7.6154	9.7596
327	7.5700	9.7470
328	7.5242	9.7340
329	7.4780	9.7207
330	7.4315	9.7070
331	7.3846	9.6930
332	7.3373	9.6787
333	7.2897	9.6641
334	7.2417	9.6492
335	7.1934	9.6339
336	7.1447	9.6183
337	7.0957	9.6024
338	7.0464	9.5862
339	6.9966	9.5696
340	6.9466	9.5528
341	6.8962	9.5355
342	6.8455	9.5180
343	6.7944	9.5002
344	6.7430	9.4820
345	6.6913	9.4635
346	6.6393	9.4448
347	6.5869	9.4256
348	6.5342	9.4061
349	6.4812	9.3864
350	6.4279	9.3663
351	6.3743	9.3459
352	6.3203	9.3252
353	6.2661	9.3042
354	6.2115	9.2828
355	6.1566	9.2611
356	6.1015	9.2392
357	6.0460	9.2169
358	5.9903	9.1943
359	5.9342	9.1713
360	5.8779	9.1481
361	5.8212	9.1245
362	5.7643	9.1007
363	5.7072	9.0765
364	5.6497	9.0520
365	5.5919	9.0272
366	5.5339	9.0021
367	5.4757	8.9766
368	5.4171	8.9509
369	5.3583	8.9249
370	5.2992	8.8986
371	5.2399	8.8719
372	5.1803	8.8449
373	5.1204	8.8176
374	5.0604	8.7901
375	5.0000	8.7622
376	4.9394	8.7340
377	4.8786	8.7055
378	4.8176	8.6768
379	4.7563	8.6477
380	4.6947	8.6183
381	4.6330	8.5886
382	4.5710	8.5586
383	4.5088	8.5283
384	4.4464	8.4977
385	4.3837	8.4669
386	4.3209	8.4357
387	4.2578	8.4043
388	4.1945	8.3725
389	4.1311	8.3404
390	4.0674	8.3081
391	4.0035	8.2754
392	3.9394	8.2425
393	3.8752	8.2093
394	3.8107	8.1758
395	3.7461	8.1420
396	3.6813	8.1079
397	3.6163	8.0735
398	3.5511	8.0388
399	3.4857	8.0039
400	3.4202	7.9687
401	3.3545	7.9332
402	3.2887	7.8974
403	3.2227	7.8613
404	3.1565	7.8250
405	3.0902	7.7884
406	3.0237	7.7515
407	2.9571	7.7143
408	2.8903	7.6768
409	2.8234	7.6391
410	2.7564	7.6011
411	2.6892	7.5628
412	2.6219	7.5243
413	2.5545	7.4854
414	2.4869	7.4463
415	2.4192	7.4070
416	2.3514	7.3674
417	2.2835	7.3275
418	2.2155	7.2874
419	2.1474	7.2470
420	2.0791	7.2063
421	2.0108	7.1654
422	1.9424	7.1242
423	1.8738	7.0827
424	1.8052	7.0411
425	1.7365	6.9991
426	1.6677	6.9569
427	1.5988	6.9144
428	1.5299	6.8717
429	1.4609	6.8287
430	1.3918	6.7855
431	1.3226	6.7421
432	1.2534	6.6984
433	1.1841	6.6544
434	1.1147	6.6102
435	1.0453	6.5658
436	0.9759	6.5211
437	0.9064	6.4762
438	0.8368	6.4311
439	0.7672	6.3856
440	0.6976	6.3400
441	0.6279	6.2942
442	0.5582	6.2481
443	0.4885	6.2018
444	0.4188	6.1552
445	0.3490	6.1084
446	0.2792	6.0614
447	0.2095	6.0142
448	0.1396	5.9667
449	0.0698	5.9191
450	0.0000	5.8712
451	-0.0698	5.8231
452	-0.1396	5.7747
453	-0.2094	5.7262
454	-0.2792	5.6774
455	-0.3490	5.6284
456	-0.4187	5.5793
457	-0.4885	5.5299
458	-0.5582	5.4803
459	-0.6279	5.4305
460	-0.6975	5.3804
461	-0.7672	5.3302
462	-0.8368	5.2798
463	-0.9063	5.2292
464	-0.9758	5.1784
465	-1.0453	5.1274
466	-1.1147	5.0761
467	-1.1840	5.0247
468	-1.2533	4.9732
469	-1.3225	4.9214
470	-1.3917	4.8694
471	-1.4608	4.8173
472	-1.5298	4.7649
473	-1.5988	4.7124
474	-1.6677	4.6597
475	-1.7365	4.6068
476	-1.8052	4.5537
477	-1.8738	4.5005
478	-1.9423	4.4471
479	-2.0108	4.3935
480	-2.0791	4.3397
481	-2.1473	4.2858
482	-2.2155	4.2317
483	-2.2835	4.1775
484	-2.3514	4.1231
485	-2.4192	4.0685
486	-2.4869	4.0138
487	-2.5544	3.9588
488	-2.6219	3.9038
489	-2.6892	3.8486
490	-2.7563	3.7932
491	-2.8234	3.7377
492	-2.8903	3.6821
493	-2.9571	3.6263
494	-3.0237	3.5703
495	-3.0901	3.5142
496	-3.1565	3.4580
497	-3.2226	3.4016
498	-3.2886	3.3451
499	-3.3545	3.2885
500	-3.4202	3.2317
501	-3.4857	3.1748
502	-3.5510	3.1177
503	-3.6162	3.0606
504	-3.6812	3.0033
505	-3.7460	2.9459
506	-3.8107	2.8883
507	-3.8751	2.8307
508	-3.9394	2.7729
509	-4.0035	2.7150
510	-4.0673	2.6570
511	-4.1310	2.5989
512	-4.1945	2.5407
513	-4.2578	2.4824
514	-4.3208	2.4239
515	-4.3837	2.3654
516	-4.4463	2.3067
517	-4.5087	2.2480
518	-4.5710	2.1892
519	-4.6329	2.1303
520	-4.6947	2.0712
521	-4.7562	2.0121
522	-4.8175	1.9529
523	-4.8786	1.8936
524	-4.9394	1.8343
525	-5.0000	1.7748
526	-5.0603	1.7153
527	-5.1204	1.6557
528	-5.1802	1.5960
529	-5.2398	1.5363
530	-5.2992	1.4764
531	-5.3582	1.4165
532	-5.4171	1.3566
533	-5.4756	1.2965
534	-5.5339	1.2364
535	-5.5919	1.1763
536	-5.6496	1.1161
537	-5.7071	1.0558
538	-5.7643	0.9955
539	-5.8212	0.9351
540	-5.8778	0.8747
541	-5.9342	0.8142
542	-5.9902	0.7537
543	-6.0460	0.6931
544	-6.1014	0.6325
545	-6.1566	0.5719
546	-6.2115	0.5112
547	-6.2660	0.4505
548	-6.3203	0.3897
549	-6.3742	0.3290
550	-6.4279	0.2682
551	-6.4812	0.2074
552	-6.5342	0.1465
553	-6.5869	0.0856
554	-6.6392	0.0247
555	-6.6913	-0.0362
556	-6.7430	-0.0971
557	-6.7944	-0.1580
558	-6.8454	-0.2190
559	-6.8962	-0.2799
560	-6.9466	-0.3409
561	-6.9966	-0.4018
562	-7.0463	-0.4628
563	-7.0957	-0.5237
564	-7.1447	-0.5847
565	-7.1934	-0.6456
566	-7.2417	-0.7066
567	-7.2897	-0.7675
568	-7.3373	-0.8284
569	-7.3845	-0.8893
570	-7.4314	-0.9502
571	-7.4780	-1.0110
572	-7.5241	-1.0719
573	-7.5699	-1.1327
574	-7.6154	-1.1935
575	-7.6604	-1.2542
576	-7.7051	-1.3149
577	-7.7494	-1.3756
578	-7.7934	-1.4363
579	-7.8369	-1.4969
580	-7.8801	-1.5575
581	-7.9229	-1.6180
582	-7.9653	-1.6785
583	-8.0073	-1.7389
584	-8.0489	-1.7993
585	-8.0901	-1.8596
586	-8.1310	-1.9199
587	-8.1714	-1.9801
588	-8.2115	-2.0403
589	-8.2511	-2.1004
590	-8.2904	-2.1604
591	-8.3292	-2.2204
592	-8.3676	-2.2803
593	-8.4056	-2.3401
594	-8.4433	-2.3999
595	-8.4805	-2.4596
596	-8.5173	-2.5192
597	-8.5536	-2.5787
598	-8.5896	-2.6381
599	-8.6251	-2.6975
600	-8.6602	-2.7568
601	-8.6949	-2.8159
602	-8.7292	-2.8750
603	-8.7631	-2.9340
604	-8.7965	-2.9929
605	-8.8295	-3.0517
606	-8.8620	-3.1104
607	-8.8941	-3.1690
608	-8.9258	-3.2275
609	-8.9571	-3.2859
610	-8.9879	-3.3441
611	-9.0183	-3.4023
612	-9.0483	-3.4603
613	-9.0778	-3.5182
614	-9.1068	-3.5760
615	-9.1354	-3.6337
616	-9.1636	-3.6913
617	-9.1913	-3.7487
618	-9.2186	-3.8060
619	-9.2454	-3.8632
620	-9.2718	-3.9202
621	-9.2978	-3.9771
622	-9.3232	-4.0338
623	-9.3482	-4.0905
624	-9.3728	-4.1469
625	-9.3969	-4.2033
626	-9.4206	-4.2595
627	-9.4438	-4.3155
628	-9.4665	-4.3714
629	-9.4887	-4.4271
630	-9.5106	-4.4827
631	-9.5319	-4.5381
632	-9.5528	-4.5933
633	-9.5732	-4.6484
634	-9.5931	-4.7033
635	-9.6126	-4.7581
636	-9.6316	-4.8127
637	-9.6502	-4.8671
638	-9.6682	-4.9213
639	-9.6858	-4.9754
640	-9.7029	-5.0293
641	-9.7196	-5.0830
642	-9.7358	-5.1365
643	-9.7515	-5.1898
644	-9.7667	-5.2430
645	-9.7815	-5.2959
646	-9.7957	-5.3487
647	-9.8095	-5.4012
648	-9.8229	-5.4536
649	-9.8357	-5.5058
650	-9.8481	-5.5577
651	-9.8600	-5.6095
652	-9.8714	-5.6611
653	-9.8823	-5.7125
654	-9.8927	-5.7636
655	-9.9027	-5.8145
656	-9.9122	-5.8652
657	-9.9211	-5.9157
658	-9.9297	-5.9660
659	-9.9377	-6.0161
660	-9.9452	-6.0659
661	-9.9523	-6.1155
662	-9.9588	-6.1649
663	-9.9649	-6.2141
664	-9.9705	-6.2630
665	-9.9756	-6.3117
666	-9.9803	-6.3602
667	-9.9844	-6.4084
668	-9.9881	-6.4564
669	-9.9912	-6.5041
670	-9.9939	-6.5516
671	-9.9961	-6.5989
672	-9.9978	-6.6459
673	-9.9990	-6.6926
674	-9.9998	-6.7391
675	-10.0000	-6.7854
676	-9.9998	-6.8314
677	-9.9990	-6.8771
678	-9.9978	-6.9225
679	-9.9961	-6.9678
680	-9.9939	-7.0127
681	-9.9912	-7.0574
682	-9.9881	-7.1018
683	-9.9844	-7.1460
684	-9.9803	-7.1899
685	-9.9756	-7.2334
686	-9.9705	-7.2768
687	-9.9649	-7.3198
688	-9.9588	-7.3626
689	-9.9523	-7.4050
690	-9.9452	-7.4473
691	-9.9377	-7.4892
692	-9.9297	-7.5308
693	-9.9212	-7.5722
694	-9.9122	-7.6132
695	-9.9027	-7.6540
696	-9.8927	-7.6944
697	-9.8823	-7.7346
698	-9.8714	-7.7744
699	-9.8600	-7.8140
700	-9.8481	-7.8533
701	-9.8357	-7.8922
702	-9.8229	-7.9309
703	-9.8096	-7.9693
704	-9.7958	-8.0073
705	-9.7815	-8.0450
706	-9.7667	-8.0824
707	-9.7515	-8.1195
708	-9.7358	-8.1563
709	-9.7196	-8.1928
710	-9.7030	-8.2289
711	-9.6858	-8.2648
712	-9.6682	-8.3003
713	-9.6502	-8.3355
714	-9.6316	-8.3703
715	-9.6126	-8.4049
716	-9.5932	-8.4391
717	-9.5732	-8.4729
718	-9.5528	-8.5064
719	-9.5319	-8.5396
720	-9.5106	-8.5725
721	-9.4888	-8.6050
722	-9.4665	-8.6372
723	-9.4438	-8.6691
724	-9.4206	-8.7006
725	-9.3969	-8.7318
726	-9.3728	-8.7626
727	-9.3483	-8.7930
728	-9.3233	-8.8232
729	-9.2978	-8.8529
730	-9.2719	-8.8823
731	-9.2455	-8.9114
732	-9.2186	-8.9401
733	-9.1914	-8.9685
734	-9.1636	-8.9965
735	-9.1355	-9.0241
736	-9.1069	-9.0514
737	-9.0778	-9.0784
738	-9.0483	-9.1049
739	-9.0183	-9.1311
740	-8.9880	-9.1569
741	-8.9571	-9.1824
742	-8.9259	-9.2075
743	-8.8942	-9.2322
744	-8.8621	-9.2566
745	-8.8295	-9.2805
746	-8.7965	-9.3042
747	-8.7631	-9.3274
748	-8.7292	-9.3503
749	-8.6950	-9.3728
750	-8.6603	-9.3949
751	-8.6252	-9.4166
752	-8.5896	-9.4379
753	-8.5537	-9.4589
754	-8.5173	-9.4795
755	-8.4805	-9.4997
756	-8.4433	-9.5195
757	-8.4057	-9.5389
758	-8.3677	-9.5580
759	-8.3292	-9.5766
760	-8.2904	-9.5949
761	-8.2512	-9.6128
762	-8.2115	-9.6303
763	-8.1715	-9.6474
764	-8.1310	-9.6640
765	-8.0902	-9.6803
766	-8.0490	-9.6962
767	-8.0073	-9.7118
768	-7.9653	-9.7269
769	-7.9229	-9.7416
770	-7.8801	-9.7559
771	-7.8370	-9.7698
772	-7.7934	-9.7834
773	-7.7495	-9.7965
774	-7.7052	-9.8092
775	-7.6605	-9.8215
776	-7.6154	-9.8334
777	-7.5700	-9.8449
778	-7.5242	-9.8560
779	-7.4780	-9.8667
780	-7.4315	-9.8770
781	-7.3846	-9.8868
782	-7.3373	-9.8963
783	-7.2897	-9.9054
784	-7.2418	-9.9140
785	-7.1934	-9.9223
786	-7.1448	-9.9301
787	-7.0957	-9.9375
788	-7.0464	-9.9445
789	-6.9967	-9.9511
790	-6.9466	-9.9573
791	-6.8962	-9.9630
792	-6.8455	-9.9683
793	-6.7944	-9.9733
794	-6.7431	-9.9778
795	-6.6913	-9.9819
796	-6.6393	-9.9856
797	-6.5869	-9.9888
798	-6.5342	-9.9917
799	-6.4812	-9.9941
800	-6.4279	-9.9961
801	-6.3743	-9.9977
802	-6.3203	-9.9989
803	-6.2661	-9.9996
804	-6.2115	-9.9999
805	-6.1567	-9.9998
806	-6.1015	-9.9993
807	-6.0460	-9.9984
808	-5.9903	-9.9970
809	-5.9342	-9.9952
810	-5.8779	-9.9930
811	-5.8213	-9.9904
812	-5.7644	-9.9874
813	-5.7072	-9.9839
814	-5.6497	-9.9801
815	-5.5920	-9.9758
816	-5.5340	-9.9710
817	-5.4757	-9.9658
818	-5.4171	-9.9602
819	-5.3583	-9.9542
820	-5.2992	-9.9478
821	-5.2399	-9.9409
822	-5.1803	-9.9337
823	-5.1205	-9.9259
824	-5.0604	-9.9178
825	-5.0000	-9.9093
826	-4.9395	-9.9003
827	-4.8786	-9.8909
828	-4.8176	-9.8811
829	-4.7563	-9.8709
830	-4.6948	-9.8602
831	-4.6330	-9.8491
832	-4.5710	-9.8376
833	-4.5088	-9.8257
834	-4.4464	-9.8133
835	-4.3838	-9.8005
836	-4.3209	-9.7873
837	-4.2578	-9.7737
838	-4.1946	-9.7597
839	-4.1311	-9.7452
840	-4.0674	-9.7303
841	-4.0035	-9.7150
842	-3.9395	-9.6993
843	-3.8752	-9.6832
844	-3.8108	-9.6666
845	-3.7461	-9.6496
846	-3.6813	-9.6322
847	-3.6163	-9.6144
848	-3.5511	-9.5961
849	-3.4858	-9.5775
850	-3.4202	-9.5584
851	-3.3546	-9.5389
852	-3.2887	-9.5190
853	-3.2227	-9.4987
854	-3.1565	-9.4779
855	-3.0902	-9.4568
856	-3.0237	-9.4352
857	-2.9571	-9.4132
858	-2.8904	-9.3909
859	-2.8235	-9.3681
860	-2.7564	-9.3449
861	-2.6892	-9.3213
862	-2.6219	-9.2972
863	-2.5545	-9.2728
864	-2.4869	-9.2479
865	-2.4193	-9.2227
866	-2.3515	-9.1970
867	-2.2836	-9.1709
868	-2.2155	-9.1444
869	-2.1474	-9.1176
870	-2.0792	-9.0903
871	-2.0108	-9.0626
872	-1.9424	-9.0345
873	-1.8739	-9.0060
874	-1.8052	-8.9772
875	-1.7365	-8.9479
876	-1.6677	-8.9182
877	-1.5989	-8.8881
878	-1.5299	-8.8577
879	-1.4609	-8.8268
880	-1.3918	-8.7956
881	-1.3226	-8.7639
882	-1.2534	-8.7319
883	-1.1841	-8.6994
884	-1.1147	-8.6666
885	-1.0453	-8.6334
886	-0.9759	-8.5998
887	-0.9064	-8.5658
888	-0.8368	-8.5314
889	-0.7672	-8.4967
890	-0.6976	-8.4615
891	-0.6280	-8.4260
892	-0.5583	-8.3901
893	-0.4886	-8.3539
894	-0.4188	-8.3172
895	-0.3490	-8.2802
896	-0.2793	-8.2428
897	-0.2095	-8.2050
898	-0.1397	-8.1669
899	-0.0699	-8.1284
900	-0.0001	-8.0895
901	0.0698	-8.0503
902	0.1396	-8.0107
903	0.2094	-7.9707
904	0.2792	-7.9303
905	0.3489	-7.8896
906	0.4187	-7.8486
907	0.4884	-7.8071
908	0.5582	-7.7654
909	0.6279	-7.7232
910	0.6975	-7.6808
911	0.7671	-7.6379
912	0.8367	-7.5947
913	0.9063	-7.5512
914	0.9758	-7.5073
915	1.0452	-7.4631
916	1.1146	-7.4185
917	1.1840	-7.3736
918	1.2533	-7.3284
919	1.3225	-7.2828
920	1.3917	-7.2369
921	1.4608	-7.1906
922	1.5298	-7.1441
923	1.5988	-7.0971
924	1.6676	-7.0499
925	1.7364	-7.0023
926	1.8051	-6.9544
927	1.8738	-6.9062
928	1.9423	-6.8576
929	2.0107	-6.8087
930	2.0791	-6.7595
931	2.1473	-6.7100
932	2.2154	-6.6602
933	2.2835	-6.6101
934	2.3514	-6.5597
935	2.4192	-6.5089
936	2.4868	-6.4579
937	2.5544	-6.4065
938	2.6218	-6.3549
939	2.6891	-6.3029
940	2.7563	-6.2507
941	2.8234	-6.1981
942	2.8903	-6.1453
943	2.9570	-6.0922
944	3.0236	-6.0388
945	3.0901	-5.9851
946	3.1564	-5.9311
947	3.2226	-5.8768
948	3.2886	-5.8223
949	3.3545	-5.7674
950	3.4201	-5.7123
951	3.4857	-5.6570
952	3.5510	-5.6013
953	3.6162	-5.5454
954	3.6812	-5.4892
955	3.7460	-5.4328
956	3.8107	-5.3761
957	3.8751	-5.3191
958	3.9394	-5.2619
959	4.0034	-5.2044
960	4.0673	-5.1467
961	4.1310	-5.0887
962	4.1945	-5.0305
963	4.2577	-4.9720
964	4.3208	-4.9133
965	4.3837	-4.8544
966	4.4463	-4.7952
967	4.5087	-4.7358
968	4.5709	-4.6762
969	4.6329	-4.6163
970	4.6947	-4.5562
971	4.7562	-4.4959
972	4.8175	-4.4353
973	4.8785	-4.3745
974	4.9394	-4.3136
975	4.9999	-4.2524
976	5.0603	-4.1910
977	5.1204	-4.1294
978	5.1802	-4.0675
979	5.2398	-4.0055
980	5.2991	-3.9433
981	5.3582	-3.8809
982	5.4170	-3.8183
983	5.4756	-3.7555
984	5.5339	-3.6925
985	5.5919	-3.6293
986	5.6496	-3.5659
987	5.7071	-3.5024
988	5.7643	-3.4386
989	5.8212	-3.3748
990	5.8778	-3.3107
991	5.9341	-3.2464
992	5.9902	-3.1820
993	6.0459	-3.1175
994	6.1014	-3.0527
995	6.1566	-2.9878
996	6.2114	-2.9228
997	6.2660	-2.8576
998	6.3202	-2.7923
999	6.3742	-2.7268
1000	6.4278	-2.6611
1001	6.4812	-2.5954
1002	6.5342	-2.5294
1003	6.5868	-2.4634
1004	6.6392	-2.3972
1005	6.6913	-2.3309
1006	6.7430	-2.2645
1007	6.7944	-2.1979
1008	6.8454	-2.1313
1009	6.8962	-2.0645
1010	6.9465	-1.9976
1011	6.9966	-1.9305
1012	7.0463	-1.8634
1013	7.0957	-1.7962
1014	7.1447	-1.7289
1015	7.1934	-1.6614
1016	7.2417	-1.5939
1017	7.2896	-1.5263
1018	7.3373	-1.4586
1019	7.3845	-1.3908
1020	7.4314	-1.3229
1021	7.4779	-1.2550
1022	7.5241	-1.1869
1023	7.5699	-1.1188
1024	7.6153	-1.0507
1025	7.6604	-0.9824
1026	7.7051	-0.9141
1027	7.7494	-0.8458
1028	7.7933	-0.7773
1029	7.8369	-0.7089
1030	7.8801	-0.6404
1031	7.9229	-0.5718
1032	7.9653	-0.5032
1033	8.0073	-0.4345
1034	8.0489	-0.3658
1035	8.0901	-0.2971
1036	8.1310	-0.2283
1037	8.1714	-0.1595
1038	8.2115	-0.0907
1039	8.2511	-0.0219
1040	8.2903	0.0470
1041	8.3292	0.1159
1042	8.3676	0.1848
1043	8.4056	0.2537
1044	8.4432	0.3226
1045	8.4804	0.3915
1046	8.5172	0.4604
1047	8.5536	0.5293
1048	8.5896	0.5982
1049	8.6251	0.6670
1050	8.6602	0.7359
1051	8.6949	0.8048
1052	8.7292	0.8736
1053	8.7630	0.9424
1054	8.7965	1.0112
1055	8.8294	1.0799
1056	8.8620	1.1486
1057	8.8941	1.2173
1058	8.9258	1.2860
1059	8.9571	1.3545
1060	8.9879	1.4231
1061	9.0183	1.4916
1062	9.0482	1.5600
1063	9.0777	1.6284
1064	9.1068	1.6967
1065	9.1354	1.7650
1066	9.1636	1.8332
1067	9.1913	1.9013
1068	9.2186	1.9693
1069	9.2454	2.0373
1070	9.2718	2.1052
1071	9.2977	2.1730
1072	9.3232	2.2407
1073	9.3482	2.3084
1074	9.3728	2.3759
1075	9.3969	2.4433
1076	9.4206	2.5107
1077	9.4437	2.5779
1078	9.4665	2.6450
1079	9.4887	2.7120
1080	9.5105	2.7790
